date,iso_code,continent,location,total_cases,new_cases,total_deaths,new_deaths,new_tests,total_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,population,median_age,aged_65_older,aged_70_older,female_smokers,male_smokers
2021-11-03,ALB,Europe,Albania,186793.0,571.0,2940.0,3.0,4132.0,1273211.0,1926604.0,1025180.0,898625.0,2799.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-06,ALB,Europe,Albania,187994.0,0.0,2948.0,0.0,3150.0,1283530.0,1944676.0,1031588.0,904858.0,8230.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-07,ALB,Europe,Albania,189125.0,1131.0,2955.0,7.0,2659.0,1286189.0,1947148.0,1032457.0,905876.0,8815.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-09,ALB,Europe,Albania,190125.0,770.0,2970.0,4.0,3393.0,1291543.0,1963359.0,1037546.0,910845.0,14968.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-10,ALB,Europe,Albania,190815.0,690.0,2975.0,5.0,3596.0,1295139.0,1971973.0,1040015.0,913524.0,18434.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-11,ALB,Europe,Albania,191440.0,625.0,2978.0,3.0,3230.0,1298369.0,1980231.0,1042227.0,916432.0,21572.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-14,ALB,Europe,Albania,193075.0,475.0,2990.0,4.0,2209.0,1307219.0,2000104.0,1047822.0,924194.0,28088.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-16,ALB,Europe,Albania,193856.0,587.0,3004.0,7.0,3662.0,1313468.0,2016954.0,1051540.0,930527.0,34887.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-17,ALB,Europe,Albania,194472.0,616.0,3014.0,10.0,3218.0,1316686.0,2025561.0,1053553.0,933630.0,38378.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-18,ALB,Europe,Albania,195021.0,549.0,3022.0,8.0,2964.0,1319650.0,2033766.0,1055690.0,936539.0,41537.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-21,ALB,Europe,Albania,195988.0,0.0,3035.0,0.0,1740.0,1327891.0,2050342.0,1059927.0,942903.0,47512.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-24,ALB,Europe,Albania,197776.0,609.0,3063.0,10.0,3598.0,1337457.0,2074670.0,1065961.0,951371.0,57338.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-30,ALB,Europe,Albania,199945.0,195.0,3096.0,4.0,1400.0,1343423.0,2101039.0,1072645.0,961013.0,67381.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-12-03,ALB,Europe,Albania,201045.0,406.0,3108.0,4.0,2503.0,1345926.0,2130714.0,1080490.0,971974.0,78250.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-12-05,ALB,Europe,Albania,201730.0,328.0,3110.0,1.0,1796.0,1350345.0,2141863.0,1084071.0,975573.0,82219.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-12-06,ALB,Europe,Albania,201902.0,172.0,3115.0,5.0,1440.0,1351785.0,2151065.0,1087187.0,978333.0,85545.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-12-07,ALB,Europe,Albania,202295.0,393.0,3122.0,7.0,2793.0,1354578.0,2161198.0,1090591.0,981170.0,89437.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-12-12,ALB,Europe,Albania,203787.0,263.0,3134.0,2.0,1752.0,1361117.0,2196145.0,1102621.0,992353.0,101171.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-12-13,ALB,Europe,Albania,203925.0,138.0,3140.0,6.0,1836.0,1362953.0,2206089.0,1105501.0,995500.0,105088.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-12-14,ALB,Europe,Albania,204301.0,376.0,3144.0,4.0,3279.0,1366232.0,2216402.0,1108572.0,998326.0,109504.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-12-15,ALB,Europe,Albania,204627.0,326.0,3152.0,8.0,2601.0,1368833.0,2226267.0,1111494.0,1001189.0,113584.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-12-18,ALB,Europe,Albania,205549.0,325.0,3161.0,3.0,3109.0,1376616.0,2251010.0,1119430.0,1008465.0,123115.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-12-21,ALB,Europe,Albania,206273.0,376.0,3178.0,6.0,3275.0,1384767.0,2270522.0,1126181.0,1013806.0,130535.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-12-23,ALB,Europe,Albania,206935.0,319.0,3181.0,1.0,3843.0,1392306.0,2286235.0,1131547.0,1018549.0,136139.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-12-28,ALB,Europe,Albania,208352.0,643.0,3207.0,13.0,4384.0,1407760.0,2316606.0,1141486.0,1031132.0,143988.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2022-01-04,ALB,Europe,Albania,212021.0,1136.0,3224.0,4.0,5166.0,1435237.0,2356290.0,1155638.0,1049525.0,151127.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2022-01-05,ALB,Europe,Albania,212021.0,0.0,3224.0,0.0,5694.0,1440931.0,2367574.0,1160648.0,1053236.0,153690.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2022-01-08,ALB,Europe,Albania,214905.0,0.0,3233.0,0.0,8327.0,1457363.0,2398207.0,1175177.0,1060267.0,162763.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2022-01-10,ALB,Europe,Albania,220487.0,793.0,3241.0,1.0,4996.0,1467088.0,2410728.0,1179912.0,1064297.0,166519.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2022-01-11,ALB,Europe,Albania,222664.0,2177.0,3247.0,6.0,8136.0,1475224.0,2419734.0,1183130.0,1067328.0,169276.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2022-01-30,ALB,Europe,Albania,255741.0,1615.0,3334.0,5.0,3500.0,1559750.0,2523683.0,1210040.0,1111520.0,202123.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2022-02-06,ALB,Europe,Albania,264624.0,1452.0,3380.0,9.0,3136.0,1573470.0,2634377.0,1255350.0,1166963.0,212064.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2022-02-13,ALB,Europe,Albania,268008.0,457.0,3410.0,3.0,1874.0,1578306.0,2661838.0,1261189.0,1179476.0,221173.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2022-02-15,ALB,Europe,Albania,268491.0,187.0,3420.0,6.0,2789.0,1581095.0,2669695.0,1262935.0,1182883.0,223877.0,2872934.0,38.0,13.188,8.643,7.1,51.2
2021-11-15,ARG,South America,Argentina,5307159.0,1417.0,116250.0,18.0,45976.0,25941340.0,64314456.0,35816140.0,27479827.0,892457.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-11-17,ARG,South America,Argentina,5310334.0,1553.0,116313.0,19.0,45523.0,26030040.0,64965087.0,35938527.0,27854806.0,1043935.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-11-19,ARG,South America,Argentina,5313607.0,1518.0,116360.0,19.0,41605.0,26116314.0,65665103.0,36062027.0,28269790.0,1203392.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-11-20,ARG,South America,Argentina,5314702.0,1095.0,116374.0,14.0,26203.0,26142517.0,65879184.0,36105691.0,28379784.0,1263315.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-11-21,ARG,South America,Argentina,5315348.0,646.0,116377.0,3.0,16459.0,26158976.0,65993586.0,36129442.0,28439413.0,1294189.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-11-22,ARG,South America,Argentina,5315989.0,641.0,116382.0,5.0,22345.0,26181321.0,66125697.0,36161974.0,28505739.0,1327224.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-11-23,ARG,South America,Argentina,5317633.0,1644.0,116415.0,33.0,42954.0,26224275.0,66426671.0,36229716.0,28645100.0,1420213.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-11-25,ARG,South America,Argentina,5322127.0,2260.0,116480.0,22.0,41577.0,26306426.0,67104574.0,36389533.0,28990917.0,1590630.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-11-27,ARG,South America,Argentina,5325560.0,1521.0,116517.0,12.0,29657.0,26377357.0,67632308.0,36491322.0,29236347.0,1769744.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-11-28,ARG,South America,Argentina,5326448.0,888.0,116529.0,12.0,18817.0,26396174.0,67781433.0,36527835.0,29320900.0,1797485.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-11-29,ARG,South America,Argentina,5328416.0,1968.0,116554.0,25.0,44355.0,26440529.0,68134307.0,36598131.0,29512760.0,1887153.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-11-30,ARG,South America,Argentina,5330748.0,2332.0,116589.0,35.0,42469.0,26482998.0,68501283.0,36666900.0,29710785.0,1986191.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-01,ARG,South America,Argentina,5332629.0,1881.0,116597.0,8.0,44331.0,26527329.0,68874746.0,36751699.0,29854090.0,2130360.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-02,ARG,South America,Argentina,5335310.0,2681.0,116617.0,20.0,45196.0,26572525.0,69269878.0,36850139.0,30005276.0,2274519.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-03,ARG,South America,Argentina,5337692.0,2382.0,116639.0,22.0,39009.0,26611534.0,69596446.0,36935562.0,30139250.0,2380528.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-04,ARG,South America,Argentina,5339382.0,1690.0,116643.0,4.0,31093.0,26642627.0,69780773.0,36971042.0,30213089.0,2455125.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-05,ARG,South America,Argentina,5340676.0,1294.0,116646.0,3.0,22586.0,26665213.0,69891521.0,36993929.0,30265301.0,2490555.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-07,ARG,South America,Argentina,5346242.0,3089.0,116703.0,23.0,46829.0,26759816.0,70172359.0,37057428.0,30397618.0,2574582.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-08,ARG,South America,Argentina,5348123.0,1881.0,116708.0,5.0,27221.0,26787037.0,70657836.0,37157341.0,30636165.0,2719935.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-10,ARG,South America,Argentina,5354440.0,3573.0,116748.0,29.0,49977.0,26886446.0,71219249.0,37264342.0,30872617.0,2933574.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-11,ARG,South America,Argentina,5356885.0,2445.0,116760.0,12.0,33344.0,26919790.0,71397860.0,37297036.0,30941717.0,3008895.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-12,ARG,South America,Argentina,5358455.0,1570.0,116771.0,11.0,23092.0,26942882.0,71507682.0,37313458.0,30984117.0,3059675.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-13,ARG,South America,Argentina,5361967.0,3512.0,116792.0,21.0,52962.0,26995844.0,71799106.0,37364854.0,31094824.0,3186673.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-14,ARG,South America,Argentina,5366522.0,4555.0,116826.0,34.0,56245.0,27052089.0,72130749.0,37427729.0,31229706.0,3318362.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-15,ARG,South America,Argentina,5371341.0,4819.0,116857.0,31.0,58811.0,27110900.0,72500924.0,37483922.0,31356341.0,3504178.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-16,ARG,South America,Argentina,5376642.0,5301.0,116874.0,17.0,62171.0,27173071.0,72812317.0,37533923.0,31458855.0,3661957.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-17,ARG,South America,Argentina,5382290.0,5648.0,116892.0,18.0,62112.0,27235183.0,73110975.0,37580758.0,31553532.0,3817752.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-18,ARG,South America,Argentina,5386453.0,4163.0,116899.0,7.0,43049.0,27278232.0,73285642.0,37606502.0,31615122.0,3904443.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-19,ARG,South America,Argentina,5389707.0,3254.0,116903.0,4.0,29217.0,27307449.0,73401337.0,37621512.0,31652243.0,3967577.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-20,ARG,South America,Argentina,5395044.0,5337.0,116930.0,27.0,68933.0,27376382.0,73701996.0,37668062.0,31747174.0,4125486.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-22,ARG,South America,Argentina,5415501.0,11121.0,116964.0,11.0,88768.0,27538399.0,74049613.0,37730569.0,31871460.0,4284436.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-23,ARG,South America,Argentina,5428957.0,13456.0,116979.0,15.0,103915.0,27642314.0,74392087.0,37803393.0,31991435.0,4432225.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-24,ARG,South America,Argentina,5445236.0,16279.0,117008.0,29.0,73699.0,27716013.0,74699408.0,37853815.0,32127790.0,4551002.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-26,ARG,South America,Argentina,5460042.0,7623.0,117035.0,15.0,55533.0,27796560.0,74713629.0,37856169.0,32130577.0,4560011.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-27,ARG,South America,Argentina,5480305.0,20263.0,117066.0,31.0,128450.0,27925010.0,74785702.0,37870906.0,32154334.0,4593139.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-28,ARG,South America,Argentina,5514207.0,33902.0,117085.0,19.0,154835.0,28079845.0,75644660.0,38036381.0,32414222.0,5020870.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-30,ARG,South America,Argentina,5606745.0,50506.0,117146.0,35.0,194558.0,28450759.0,76524614.0,38189134.0,32638229.0,5516882.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-31,ARG,South America,Argentina,5654408.0,47663.0,117169.0,23.0,126529.0,28577288.0,76606972.0,38198270.0,32656474.0,5571562.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-01,ARG,South America,Argentina,5674428.0,20020.0,117181.0,12.0,45238.0,28622526.0,76629499.0,38200181.0,32659545.0,5589017.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-02,ARG,South America,Argentina,5694930.0,20502.0,117204.0,23.0,69953.0,28692479.0,76760265.0,38214609.0,32680984.0,5682825.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-04,ARG,South America,Argentina,5820536.0,81210.0,117294.0,49.0,208724.0,29096213.0,77717765.0,38343044.0,32878358.0,6305070.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-06,ARG,South America,Argentina,6025303.0,109608.0,117386.0,40.0,233041.0,29568756.0,78733031.0,38498937.0,33090687.0,6941116.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-08,ARG,South America,Argentina,6237525.0,101689.0,117465.0,37.0,137308.0,29936804.0,79520334.0,38618880.0,33251574.0,7439665.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-09,ARG,South America,Argentina,6310844.0,73319.0,117492.0,27.0,95282.0,30032086.0,79722026.0,38643318.0,33288502.0,7578061.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-10,ARG,South America,Argentina,6399196.0,88352.0,117543.0,51.0,243032.0,30275118.0,80148330.0,38707135.0,33372397.0,7852898.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-11,ARG,South America,Argentina,6533635.0,134439.0,117595.0,52.0,227866.0,30502984.0,80624548.0,38777320.0,33460420.0,8167077.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-12,ARG,South America,Argentina,6664717.0,131082.0,117670.0,75.0,220608.0,30723592.0,81107352.0,38844737.0,33551417.0,8488527.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-13,ARG,South America,Argentina,6793119.0,128402.0,117808.0,138.0,194142.0,30917734.0,81570660.0,38903180.0,33635520.0,8806680.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-14,ARG,South America,Argentina,6932972.0,139853.0,117901.0,93.0,189246.0,31106980.0,82026588.0,38960914.0,33714512.0,9123779.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-15,ARG,South America,Argentina,7029624.0,96652.0,117989.0,88.0,114015.0,31220995.0,82268643.0,38988156.0,33756176.0,9296139.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-16,ARG,South America,Argentina,7094865.0,65241.0,118040.0,51.0,78485.0,31299480.0,82438934.0,39005575.0,33781649.0,9423006.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-18,ARG,South America,Argentina,7318305.0,120982.0,118420.0,189.0,179399.0,31663585.0,82883083.0,39063511.0,33871455.0,9717449.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-19,ARG,South America,Argentina,7446626.0,128321.0,118628.0,208.0,164989.0,31828574.0,83336360.0,39117750.0,33953200.0,10032556.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-20,ARG,South America,Argentina,7576335.0,129709.0,118809.0,181.0,154212.0,31982786.0,84219672.0,39229725.0,34127363.0,10624440.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-21,ARG,South America,Argentina,7694506.0,118171.0,118969.0,160.0,142545.0,32125331.0,84614437.0,39280883.0,34200959.0,10892511.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-22,ARG,South America,Argentina,7792652.0,98146.0,119103.0,134.0,80533.0,32205864.0,84830733.0,39307786.0,34235912.0,11046164.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-23,ARG,South America,Argentina,7862536.0,69884.0,119168.0,65.0,49078.0,32254942.0,84971817.0,39321192.0,34257518.0,11151872.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-25,ARG,South America,Argentina,8041520.0,100863.0,119703.0,259.0,113565.0,32504775.0,85763224.0,39445508.0,34414875.0,11656958.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-27,ARG,South America,Argentina,8207752.0,77729.0,120352.0,333.0,99765.0,32708055.0,86151950.0,39494515.0,34497467.0,11911737.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-28,ARG,South America,Argentina,8271636.0,63884.0,120657.0,305.0,87024.0,32795079.0,86525418.0,39543211.0,34580056.0,12151363.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-29,ARG,South America,Argentina,8313614.0,41978.0,120836.0,179.0,52299.0,32847378.0,86897151.0,39586367.0,34652659.0,12405024.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-30,ARG,South America,Argentina,8335184.0,21570.0,120988.0,152.0,37175.0,32884553.0,87213037.0,39618863.0,34708999.0,12630834.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-01-31,ARG,South America,Argentina,8378656.0,43472.0,121273.0,285.0,86244.0,32970797.0,87576885.0,39663948.0,34788229.0,12868208.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-01,ARG,South America,Argentina,8427778.0,49122.0,121513.0,240.0,76970.0,33047767.0,87944204.0,39707516.0,34862777.0,13115176.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-02,ARG,South America,Argentina,8472848.0,45070.0,121834.0,321.0,68746.0,33116513.0,88289518.0,39750458.0,34928254.0,13349860.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-03,ARG,South America,Argentina,8515285.0,42437.0,122152.0,318.0,53793.0,33170306.0,88600891.0,39788166.0,34995196.0,13554259.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-04,ARG,South America,Argentina,8555379.0,40094.0,122439.0,287.0,56453.0,33226759.0,88885124.0,39818988.0,35053130.0,13748004.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-05,ARG,South America,Argentina,8577215.0,21836.0,122584.0,145.0,32443.0,33259202.0,89015714.0,39829143.0,35072121.0,13848915.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-07,ARG,South America,Argentina,8615285.0,25406.0,122943.0,259.0,54617.0,33335209.0,89122468.0,39836950.0,35085035.0,13934715.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-08,ARG,South America,Argentina,8648075.0,32790.0,123227.0,284.0,48879.0,33384088.0,89446797.0,39876612.0,35155691.0,14147083.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-09,ARG,South America,Argentina,8675327.0,27252.0,123444.0,217.0,46569.0,33430657.0,89760751.0,39914847.0,35227886.0,14348809.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-10,ARG,South America,Argentina,8700437.0,25110.0,123707.0,263.0,47596.0,33478253.0,90146946.0,39955527.0,35301447.0,14618614.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-11,ARG,South America,Argentina,8716940.0,16503.0,123859.0,152.0,38735.0,33516988.0,90476757.0,39991849.0,35370517.0,14841702.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-12,ARG,South America,Argentina,8728262.0,11322.0,123987.0,128.0,26677.0,33543665.0,90742298.0,40021069.0,35425902.0,15021210.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-13,ARG,South America,Argentina,8734551.0,6289.0,124081.0,94.0,18157.0,33561822.0,90901480.0,40035865.0,35456046.0,15134898.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-14,ARG,South America,Argentina,8747601.0,13050.0,124349.0,268.0,46722.0,33608544.0,90994135.0,40045405.0,35474267.0,15199534.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-15,ARG,South America,Argentina,8766174.0,18573.0,124585.0,236.0,44491.0,33653035.0,91223956.0,40072715.0,35528853.0,15346048.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2022-02-16,ARG,South America,Argentina,8783208.0,17034.0,124765.0,180.0,37743.0,33690778.0,91462554.0,40100846.0,35584341.0,15499253.0,45605823.0,31.9,11.198,7.441,16.2,27.7
2021-12-26,ARM,Asia,Armenia,344481.0,102.0,7943.0,1.0,4669.0,2541410.0,1626738.0,934028.0,692082.0,628.0,2968128.0,35.7,11.232,7.571,1.5,52.1
2022-01-02,ARM,Asia,Armenia,345007.0,27.0,7977.0,2.0,2840.0,2578628.0,1660256.0,944784.0,714685.0,787.0,2968128.0,35.7,11.232,7.571,1.5,52.1
2022-01-09,ARM,Asia,Armenia,345855.0,142.0,8001.0,2.0,3433.0,2609240.0,1694518.0,952813.0,740489.0,1216.0,2968128.0,35.7,11.232,7.571,1.5,52.1
2022-01-17,ARM,Asia,Armenia,347785.0,168.0,8020.0,1.0,4597.0,2650343.0,1761529.0,973944.0,784849.0,2736.0,2968128.0,35.7,11.232,7.571,1.5,52.1
2022-01-23,ARM,Asia,Armenia,351711.0,814.0,8028.0,2.0,4612.0,2680616.0,1825382.0,999891.0,819841.0,5650.0,2968128.0,35.7,11.232,7.571,1.5,52.1
2022-02-06,ARM,Asia,Armenia,389957.0,2467.0,8086.0,5.0,4803.0,2784379.0,1925556.0,1054178.0,858981.0,12397.0,2968128.0,35.7,11.232,7.571,1.5,52.1
2022-02-13,ARM,Asia,Armenia,406379.0,1574.0,8167.0,10.0,4245.0,2829545.0,1959789.0,1067296.0,876951.0,15539.0,2968128.0,35.7,11.232,7.571,1.5,52.1
2021-10-07,AUS,Oceania,Australia,122566.0,2524.0,1405.0,16.0,220866.0,39191561.0,29911860.0,17408468.0,12503241.0,151.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-08,AUS,Oceania,Australia,125081.0,2515.0,1421.0,16.0,211751.0,39403312.0,30242274.0,17521126.0,12720856.0,292.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-09,AUS,Oceania,Australia,127471.0,2390.0,1432.0,11.0,178140.0,39581452.0,30477912.0,17593798.0,12883681.0,433.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-10,AUS,Oceania,Australia,129567.0,2096.0,1448.0,16.0,177118.0,39758570.0,30643517.0,17644750.0,12998286.0,481.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-11,AUS,Oceania,Australia,131415.0,1848.0,1461.0,13.0,185405.0,39943975.0,30955777.0,17742605.0,13212457.0,715.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-12,AUS,Oceania,Australia,133444.0,2029.0,1478.0,17.0,178619.0,40122594.0,31292016.0,17844016.0,13446945.0,1055.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-13,AUS,Oceania,Australia,136188.0,2744.0,1496.0,18.0,210259.0,40332853.0,31610475.0,17936776.0,13672371.0,1328.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-14,AUS,Oceania,Australia,138720.0,2532.0,1507.0,11.0,197156.0,40530009.0,31923197.0,18030376.0,13891163.0,1658.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-15,AUS,Oceania,Australia,141031.0,2311.0,1515.0,8.0,185923.0,40715932.0,32222172.0,18118501.0,14101561.0,2110.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-16,AUS,Oceania,Australia,143204.0,2173.0,1532.0,17.0,163876.0,40879808.0,32418073.0,18170223.0,14245406.0,2444.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-17,AUS,Oceania,Australia,145263.0,2059.0,1543.0,11.0,159533.0,41039341.0,32577130.0,18214049.0,14360419.0,2662.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-18,AUS,Oceania,Australia,147301.0,2038.0,1558.0,15.0,152710.0,41192051.0,32854557.0,18292826.0,14558572.0,3159.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-19,AUS,Oceania,Australia,149398.0,2097.0,1577.0,19.0,179749.0,41371800.0,33129907.0,18373112.0,14753069.0,3726.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-20,AUS,Oceania,Australia,151942.0,2544.0,1590.0,13.0,192296.0,41564096.0,33404278.0,18452962.0,14946699.0,4617.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-21,AUS,Oceania,Australia,154489.0,2547.0,1611.0,21.0,188693.0,41752789.0,33681381.0,18531078.0,15144905.0,5398.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-22,AUS,Oceania,Australia,156372.0,1883.0,1622.0,11.0,171882.0,41924671.0,33951546.0,18603298.0,15342065.0,6183.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-23,AUS,Oceania,Australia,158546.0,2174.0,1637.0,15.0,153397.0,42078068.0,34143402.0,18652593.0,15484232.0,6577.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-24,AUS,Oceania,Australia,160230.0,1684.0,1648.0,11.0,151369.0,42229437.0,34268948.0,18692857.0,15569263.0,6828.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-25,AUS,Oceania,Australia,162016.0,1786.0,1653.0,5.0,139527.0,42368964.0,34501374.0,18760049.0,15733744.0,7581.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-26,AUS,Oceania,Australia,163866.0,1850.0,1669.0,16.0,149428.0,42518392.0,34725685.0,18823795.0,15893583.0,8307.0,25788217.0,37.9,15.504,10.129,13.0,16.5
2021-10-27,AUS,Oceania,Australia,165904.0,2038.0,1696.0,27.0,195419.0,42713811.0,34943366.0,18883733.0,16050115.0,9518.0,25788217.0,37.9,15.504,10.129,13.0,16.5
